,network,station,longitude,latitude,start_date,end_date,sid,x,y,flag
603,NP,1800,-122.4158,37.7791,2001-06-20T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1800,41565.74992574614,55833.609929596314,True
604,NP,1801,-122.428703,37.450958,2001-07-16T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1801,70357.86709581496,78167.90471194804,True
605,NP,1802,-122.074493,37.592678,2001-07-20T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1802,75981.29050512152,43579.511908213884,True
606,NP,1803,-121.727005,37.717369,2001-07-18T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1803,82631.02232703331,10597.639073535673,True
607,NP,1804,-122.484047,37.679253,2001-07-20T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1804,46990.19587440283,67217.55121807191,True
608,NP,1805,-122.30297,37.78446,2001-07-17T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1805,46922.44163893235,47439.547562054686,True
609,NP,1806,-122.536819,37.910328,2001-07-19T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1806,23520.559474262183,55876.81581099462,True
610,NP,1807,-122.299164,37.887665,2001-07-17T00:00:00.000000Z,2008-05-02T15:08:00.000000Z,NP.1807,37843.45535378037,40445.58864235643,True
611,NP,1810,-122.41348,37.73744,2001-08-29T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1810,45426.71319954934,58386.42637526863,True
612,NP,1811,-122.154,37.44645,2001-09-27T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1811,85027.70265413406,58778.4317369652,True
613,NP,1812,-122.2711,37.8693,2001-09-20T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1812,40942.875046762536,39642.08163236978,True
614,NP,1813,-122.270164,38.034332,2001-09-24T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1813,26154.71846760223,28830.3339398728,True
615,NP,1814,-122.50924,37.94457,2001-11-19T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1814,21875.944847707713,51679.087912202216,True
616,NP,1815,-122.2637,37.4891,2003-02-20T18:00:00.000000Z,2022-11-08T18:00:00.000000Z,NP.1815,75504.0482161809,63867.25562165286,True
617,NP,1816,-122.401337,37.744835,2003-01-14T22:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1816,45391.76909909847,57038.054587522725,True
618,NP,1817,-122.486,37.779335,2003-01-15T23:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1817,37907.289404183946,60819.99080580624,True
619,NP,1818,-122.431168,37.716331,2003-01-22T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1818,46405.25370209988,61025.30688553736,True
620,NP,1819,-122.292519,37.81076,2003-07-01T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1819,45098.84417047968,44981.12591063099,True
621,NP,1820,-122.276062,37.8251,2003-06-25T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1820,44660.04943058053,42873.77428671781,True
622,NP,1821,-122.268402,37.798599,2003-07-02T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1821,47438.05162584995,44052.99284660148,True
623,NP,1822,-122.322,37.8965,2003-02-05T18:00:00.000000Z,2019-06-27T18:00:00.000000Z,NP.1822,35870.46705990836,41496.40026082109,True
624,NP,1823,-122.11472,37.99448,2003-02-11T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1823,37737.626813406896,20359.138882851705,True
625,NP,1824,-122.44841,37.724163,2003-08-06T21:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1824,44808.18566373695,61743.666953981156,True
626,NP,1825,-121.87085,37.413952,2003-05-20T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1825,102602.18560406368,40548.82704685049,True
627,NP,1826,-121.920975,37.680599,2003-07-30T00:00:00.000000Z,2021-05-26T20:00:00.000000Z,NP.1826,75978.3522902475,26879.681326043534,True
628,NP,1827,-122.293266,37.860592,2003-03-26T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1827,40581.291167641524,41788.758623492926,True
629,NP,1828,-122.252518,37.858345,2003-03-26T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1828,42886.8184015206,39030.83351522829,True
630,NP,1830,-122.078102,37.374176,2003-03-31T11:20:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1830,95465.17388906189,58025.32110472469,True
631,NP,1831,-122.018173,37.364082,2003-05-19T00:00:00.000000Z,2009-04-07T00:00:00.000000Z,NP.1831,99478.39537547792,54373.719864544655,True
632,NP,1833,-122.40388,37.78315,2003-07-21T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1833,41819.31142601894,54719.827051252374,True
633,NP,1834,-122.077713,37.425488,2003-07-09T19:45:00.000000Z,2011-12-20T22:59:00.000000Z,NP.1834,90866.15621536346,54665.6787897819,True
634,NP,1836,-122.169823,37.691692,2004-02-23T20:15:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1836,62145.26826751906,43968.785927739904,True
635,NP,1838,-121.910881,37.383316,2004-05-26T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1838,103296.06582486662,45411.86111120625,True
636,NP,1839,-121.93602,37.285374,2004-04-20T20:45:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1839,110822.93362409201,53566.27261768989,True
637,NP,1841,-121.977753,37.358315,2004-09-02T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1841,102090.33590603767,51841.55247389201,True
638,NP,1842,-121.783508,37.688728,2004-06-19T19:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1842,82315.09962013508,16500.505061841228,True
639,NP,1843,-122.150917,37.726883,2004-06-24T19:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1843,59955.44818589241,40329.78780783278,True
640,NP,1844,-122.032166,37.885201,2004-06-14T20:22:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1844,51821.640093680144,21566.845093300934,True
641,NP,1846,-121.93055,37.942207,2004-07-06T21:45:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1846,51904.52677019581,10617.053671817419,True
642,NP,1847,-122.134583,38.012856,2004-06-23T22:00:00.000000Z,2018-03-16T19:30:00.000000Z,NP.1847,35062.560632022214,20579.87387093265,True
644,NP,1849,-122.1614,37.46728,2004-06-08T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1849,82770.23050020995,57955.09929005644,True
645,NP,1851,-122.19533,37.4183,1990-10-26T18:00:00.000000Z,2019-07-11T18:00:00.000000Z,NP.1851,85416.90491335017,63573.51204496055,True
646,NP,1852,-122.19516,37.41725,1990-10-26T18:00:00.000000Z,2004-07-07T18:00:00.000000Z,NP.1852,85520.1595525708,63629.609928048674,True
648,NP,1853,-122.15068,37.4462,2005-03-08T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1853,85222.25114794138,58556.52989549693,True
649,NP,1854,-122.19756,37.75896,2005-07-13T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1854,54661.470636054,41576.325497162965,True
650,NP,1855,-122.1734,37.7696,2005-07-14T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1855,54951.591516642984,39159.08729176327,True
651,NP,1856,-122.23033,37.80285,2005-07-08T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1856,49022.137024061776,41060.15860655288,True
652,NP,1857,-122.22841,37.7777,2005-07-06T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1857,51382.90061539672,42559.67122334473,True
653,NP,1858,-122.20137,37.72983,2005-07-14T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1858,57084.79497901867,43743.14065874481,True
654,NP,1859,-122.17054,37.74485,2005-07-15T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1859,57325.854875110635,40563.9605791936,True
655,NP,1860,-122.19715,37.78568,2005-07-13T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1860,52279.24645209332,39809.173183852974,True
656,NP,1861,-122.26376,37.79207,2005-07-07T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1861,48264.82424739263,44146.9168523145,True
657,NP,1862,-122.0849,37.2995,2005-07-26T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1862,101834.8042981312,63362.96390688172,True
658,NP,1863,-121.857147,37.666656,2005-09-27T21:15:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1863,80520.43195989756,23208.176519122753,True
659,NP,1866,-122.41216,37.77959,2008-06-13T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1866,41710.252857178,55542.21529768615,True
660,NP,1867,-122.25723,37.87442,2008-08-26T18:00:00.000000Z,2017-01-17T18:00:00.000000Z,NP.1867,41198.37002142087,38320.2913817688,True
662,NP,1868,-122.1399,37.4054,2010-05-05T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1868,89451.96415663577,60434.743348985896,True
663,NP,1869,-122.1406,37.4061,2010-05-05T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1869,89352.68946950996,60439.495306420504,True
664,NP,1870,-122.1609,37.4654,2010-04-16T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1870,82965.27143706626,58041.46061576211,True
665,NP,1874,-121.76278,37.62747,2010-08-02T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1874,88908.52886673083,18972.99701159173,True
666,NP,1875,-122.5049,37.78236,2010-04-26T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1875,36655.92910410998,61968.49641235058,True
667,NP,1876,-122.39875,37.78968,2012-06-06T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1876,41498.48413014512,53928.22495496232,True
668,NP,1877,-121.92583,37.54237,2012-04-23T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.1877,88187.68710772703,36182.55225848504,True
669,NP,BCS,-122.40657,37.77729,2011-03-08T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.BCS,42206.25665203165,55293.85349690698,True
670,NP,BMA,-122.41448,37.80682,2004-06-01T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.BMA,39145.01208146587,53930.87353741089,True
671,NP,BOA,-122.39661,37.7781,2013-03-01T18:00:00.000000Z,2015-02-17T18:00:00.000000Z,NP.BOA,42649.2260543884,54531.07661116726,True
672,NP,CES,-122.38728,37.75111,2011-12-01T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.CES,45556.29198155552,55626.32890069821,True
673,NP,CPS,-122.39871,37.77105,2004-07-01T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.CPS,43173.62384599425,55140.65462402273,True
674,NP,EMB,-122.39537,37.79566,2011-06-01T18:00:00.000000Z,2014-12-04T18:00:00.000000Z,NP.EMB,41136.40347337318,53297.26206975189,True
675,NP,ENM,-122.3975,37.7841,2012-08-21T18:00:00.000000Z,2014-12-17T18:00:00.000000Z,NP.ENM,42064.311017894,54203.12890419313,True
676,NP,FM3,-122.428,37.8074,2001-05-01T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.FM3,38392.974121678635,54856.185822161555,True
677,NP,LEV,-122.40032,37.80183,2010-01-01T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.LEV,40326.085497133936,53247.52392769795,True
682,NP,MAR,-122.42425,37.80641,2004-05-01T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.MAR,38676.02271039002,54653.65283718915,True
683,NP,PBS,-122.38967,37.77795,2012-08-17T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.PBS,43021.9914198512,54046.15537888929,True
684,NP,PHG,-122.39702,37.75625,2013-01-15T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.PHG,44590.25904555627,55985.596050237145,True
685,NP,RH2,-122.4217,37.80224,2012-08-16T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.RH2,39182.468360509316,54744.103308093254,True
686,NP,SFBCS,-122.40657,37.77729,2011-03-08T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.SFBCS,42206.25665203165,55293.85349690698,True
687,NP,SFCES,-122.38728,37.75111,2011-12-01T18:00:00.000000Z,2016-07-27T18:00:00.000000Z,NP.SFCES,45556.29198155552,55626.32890069821,True
688,NP,SFCPS,-122.39871,37.77105,2004-07-01T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.SFCPS,43173.62384599425,55140.65462402273,True
689,NP,SFEMB,-122.39537,37.79566,2011-06-01T18:00:00.000000Z,2014-12-04T18:00:00.000000Z,NP.SFEMB,41136.40347337318,53297.26206975189,True
691,NP,SFFM3,-122.428,37.8074,2001-05-01T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.SFFM3,38392.974121678635,54856.185822161555,True
692,NP,SFLEV,-122.40032,37.80183,2010-01-01T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.SFLEV,40326.085497133936,53247.52392769795,True
693,NP,SFP50,-122.38346,37.77335,2012-08-15T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.SFP50,43756.61419223511,53903.46571672564,True
694,NP,SFPBS,-122.38967,37.77795,2012-08-17T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.SFPBS,43021.9914198512,54046.15537888929,True
695,NP,SFPHG,-122.39702,37.75625,2013-01-15T18:00:00.000000Z,2016-07-27T18:00:00.000000Z,NP.SFPHG,44590.25904555627,55985.596050237145,True
696,NP,SFWSS,-122.44288,37.80365,2009-12-01T18:00:00.000000Z,2019-04-22T18:00:00.000000Z,NP.SFWSS,37959.10171450081,56160.88819828772,True
698,NP,TEL,-122.40347,37.802,1992-05-01T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.TEL,40147.77109328736,53460.888556335434,True
699,NP,WSS,-122.44288,37.80365,2009-12-01T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,NP.WSS,37959.10171450081,56160.88819828772,True
700,PB,B054,-122.199501,37.860199,2008-08-21T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,PB.B054,45455.116962017295,35130.126756796424,True
701,PB,B057,-122.565498,38.027302,2008-06-10T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,PB.B057,11543.498617875477,50265.85696004552,True
702,UL,SFBLM,-122.14,37.32,1976-02-01T00:00:00.000000Z,1983-02-27T00:00:00.000000Z,UL.SFBLM,97130.74703292521,65991.99546331557,True
703,UL,SFBRK,-122.24,37.88,1974-01-01T00:00:00.000000Z,1988-10-20T21:40:00.000000Z,UL.SFBRK,41585.58218466817,36729.12307137784,True
705,UL,SFBSB,-122.4104,37.68623,2001-09-09T18:20:00.000000Z,3000-01-01T00:00:00.000000Z,UL.SFBSB,50184.688916417435,61507.8798089741,True
706,UL,SFCBT,-122.0958,37.7489,1992-10-06T23:40:00.000000Z,3000-01-01T00:00:00.000000Z,UL.SFCBT,60817.76715261905,34959.97653932426,True
707,UL,SFCFW,-121.96,37.53,1993-12-07T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,UL.SFCFW,87539.19304476112,39436.38232845064,True
708,UL,SFCHP,-122.08,37.66,1994-04-02T01:20:00.000000Z,3000-01-01T00:00:00.000000Z,UL.SFCHP,69636.00793715948,39602.78555691328,True
709,UL,SFCOZ,-122.15,37.75,1996-11-06T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,UL.SFCOZ,57922.71315216029,38761.7473941427,True
710,UL,SFCPP,-122.07,37.66,1995-08-16T21:20:00.000000Z,3000-01-01T00:00:00.000000Z,UL.SFCPP,70152.15665128475,38887.047107640574,True
711,UL,SFCTM,-122.23,37.84,1995-08-16T21:20:00.000000Z,3000-01-01T00:00:00.000000Z,UL.SFCTM,45698.442772246555,38619.21812501335,True
712,UL,SFCYH,-122.09,37.55,1993-01-11T19:20:00.000000Z,2003-01-29T19:20:00.000000Z,UL.SFCYH,79021.8593564128,47461.8477344775,True
714,UL,SFGAR,-122.0067,37.6458,1992-10-03T00:00:00.000000Z,2003-01-21T23:40:00.000000Z,UL.SFGAR,74696.75300745327,35276.133956971156,True
716,UL,SFHAY,-122.05,37.65,1976-12-03T00:00:00.000000Z,1982-12-14T23:50:00.000000Z,UL.SFHAY,72084.71405346836,38104.415751939545,True
717,UL,SFMAR,-122.4944,37.8421,2002-08-21T16:20:00.000000Z,3000-01-01T00:00:00.000000Z,UL.SFMAR,31839.379113684234,57318.249605032026,True
718,UL,SFMCK,-121.9,37.55,1993-02-01T23:30:00.000000Z,2003-01-17T18:30:00.000000Z,UL.SFMCK,88832.05063336487,33834.43254295041,True
721,UL,SFOHL,-122.272987,38.00625,2001-09-09T19:00:00.000000Z,3000-01-01T00:00:00.000000Z,UL.SFOHL,28533.925311550607,30859.51507472415,True
722,UL,SFOXM,-122.42575,37.49935,2002-03-06T18:00:00.000000Z,3000-01-01T00:00:00.000000Z,UL.SFOXM,66166.96590661559,74798.5599767951,True
723,UL,SFPDO,-122.47,37.8,1974-01-01T00:00:00.000000Z,1990-11-14T17:10:00.000000Z,UL.SFPDO,36881.858429594475,58330.806877630326,True
727,UL,SFRRL,-122.15,37.92,1992-12-15T21:30:00.000000Z,2003-01-23T22:30:00.000000Z,UL.SFRRL,42625.66648994499,27712.626889782365,True
729,UL,SFSAN,-122.44,37.61,1978-01-31T00:00:00.000000Z,3000-01-01T00:00:00.000000Z,UL.SFSAN,55492.938709722155,68595.52972071423,True
730,UL,SFSTV,-122.5264,38.03325,2002-09-27T21:00:00.000000Z,3000-01-01T00:00:00.000000Z,UL.SFSTV,13031.617416135137,47102.76823566989,True
731,UL,SFSUN,-121.94,37.64,1993-01-26T23:00:00.000000Z,2003-01-21T22:00:00.000000Z,UL.SFSUN,78657.77796756133,30873.251145749535,True
